Title,Content ID,Poster,Backdrop,Overview,Trailer,Type,Genres,Runtime (minutes),Number of Episodes,Rating,Release Year,Provider Name,Provider Logo,Origin Country,Primary Genres,Secondary Genres,Total Runtime (minutes),Latitude,Longitude
El Chapo,71411,/2ClXk4PoOGmkk676y4q6T26GJOb.jpg,/4kp7ZwgminnWqgFwO5QEiWS5BNa.jpg,"A look at the life of notorious drug kingpin, El Chapo, from his early days in the 1980s working for the Guadalajara Cartel, to his rise to power of during the '90s and his ultimate downfall in 2016.",N/A,tv,"Drama, Crime",55,32,7.51,2017,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Drama, Crime,1760,39.78373,-100.44588
La Reina del Sur,31586,/p11t8ckTC6EiuVw5FGFKdc2Z7GH.jpg,/mWGLIaVFXyalsSbstiwletjKFUC.jpg,"After years of blood, sweat and tears, a woman of humble origin ends up becoming a drug trafficking legend, with all that that means...",N/A,tv,"Drama, Crime",42,183,7.8,2011,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Drama, Crime,7686,39.78373,-100.44588
Riverdance: The Animated Adventure,756403,/i6TRDlVuuEXMyLSlIkDd8YhBN0r.jpg,/qqthj8EUL4QKlDBoMcPqeWvi6Ya.jpg,A young Irish boy named Keegan and Spanish girl named Moya journey into a magical world of the Megaloceros Giganteus who teach them to appreciate Riverdance as a celebration of life. Based on the stage show phenomenon of the same name and featuring Bill Whelan’s multi-platinum Grammy Award-winning music.,https://www.youtube.com/watch?v=ZN6TgXnNVGQ,movie,"Animation, Fantasy, Music, Adventure, Comedy, Family",86,1,5.96,2021,Sky Go,/1UrT2H9x6DuQ9ytNhsSCUFtTUwS.jpg,Canada,Animation, Fantasy,86,61.06669,-107.99171
Ingobernable,70897,/mREc0h6fpGRQ3OEfiWqD9TfudaC.jpg,/ja5Y369y536sRttcu2ztdbFiQhT.jpg,"The First Lady of Mexico has big plans to improve conditions for the country. As she starts to lose faith in her husband, President Diego Nava, she finds herself at a crossroad where she will need to find a way to deal with a great challenge.",https://www.youtube.com/watch?v=oo5nnF2Bk4E,tv,"War & Politics, Drama, Crime",40,27,6.1,2017,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United Mexican States,Documentary/Other, Drama,1080,38.90074,-77.04402
Couples Retreat,19899,/igXVSRZsNX3TZsKrQqSyEJvzHRF.jpg,/p5AYb3c4iPUDST4dIUWNxAWagFb.jpg,"Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.",https://www.youtube.com/watch?v=LmGgbpfDD4k,movie,"Comedy, Romance",113,1,5.55,2009,Amazon Prime Video,/dQeAar5H991VYporEjUspolDarG.jpg,United States of America,Comedy, Romance,113,39.78373,-100.44588
The Midnight Gospel,96713,/me3kxfiFRkdto6SmDQv0nczjfmP.jpg,/xCcFixrguEYfVOXonSWzMyjG9Nq.jpg,"Traversing trippy worlds inside his universe simulator, Clancy the space caster explores existential questions about life, death and everything in between.",https://www.youtube.com/watch?v=0kQWAqjFJS0,tv,"Animation, Comedy, Sci-Fi & Fantasy, Mystery",204,8,8.28,2020,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Animation, Comedy,1632,39.78373,-100.44588
Street Kings,1266,/csXyZ1BsDBlH0PXkOFWxggEf9WF.jpg,/h5h2zpha5480Nea2saKTyF8KNBk.jpg,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",https://www.youtube.com/watch?v=JwfnV6XYotQ,movie,"Action, Crime, Drama, Thriller",109,1,6.61,2008,Disney Plus,/97yvRBw1GzX7fXprcF80er19ot.jpg,United States of America,Action/Adventure, Crime,109,39.78373,-100.44588
How to Ruin Christmas,114649,/shXZvITyeSbiH55UaUyp3ZMCBNp.jpg,/tAoNvqyLNaCAJEctKNdTAX3GQUI.jpg,Prodigal daughter Tumi tries to make things right after completely ruining what should have been her sister's picture-perfect Christmas wedding.,https://www.youtube.com/watch?v=qAogGAv1TgE,tv,"Comedy, Drama",50,10,8.4,2020,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Republic of South Africa,Comedy, Drama,500,-28.81662,24.99164
Uradi,919445,/cPSad5VBxCiv8lGZeMC4TNnkqIo.jpg,/qiqDvMRtcDqKiZGanJOxPHxLVxQ.jpg,A university student looks for a way to make quick and easy money and finds out that its not as easy as he imagined.,https://www.youtube.com/watch?v=SyvCpbA4HDk,movie,"Thriller, Drama, Crime",115,1,5,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Republic of Kenya,Documentary/Other, Drama,115,1.44197,38.4314
Green Snake,795607,/1zs5zsQDP5KuWwxIg9EUULLFEV.jpg,/5QWHHjwIPoaJYHNVL0D00bxDUUC.jpg,"While trying to free her sister from Fahai's clutches, Xiao Qing winds up in a dystopian city and meets a mysterious man who can't recall his past life.",https://www.youtube.com/watch?v=kvwydcOAH2k,movie,"Animation, Fantasy, Action, Adventure",131,1,8.18,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,People's Republic of China,Animation, Fantasy,131,35.00007,104.99993
Lulli,700127,/ztJHKv6KSSgCTWAI2STrX2BeuJZ.jpg,/yUJHUuzrUXlmGcJoVXTwJhRcxVC.jpg,"After getting electrocuted by an MRI machine, an ambitious young medical student begins to hear the thoughts of others.",N/A,movie,"Comedy, Romance, Fantasy",90,1,5.86,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,Federative Republic of Brazil,Comedy, Romance,90,-10.33333,-53.2
Death to 2021,911068,/qGt48Z1j4TuzPti8ZNWqqypa6w.jpg,/hMlP3wwX45qlJeY8d5A9SWwUb8V.jpg,This comedic retrospective mixes archival footage and scripted sketches as it revisits all the dread — and occasional delight — that 2021 had to offer.,https://www.youtube.com/watch?v=aGZQ5RK13LY,movie,Comedy,60,1,5.96,2021,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United Kingdom of Great Britain and Northern Ireland,Comedy,N/A,60,54.70235,-3.27658
The Accountant,302946,/oHMRhVytkVApLyCNML659LQZiQ1.jpg,/n2pSbjJHR0g1MPJ1wq3n3OA7MPl.jpg,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",https://www.youtube.com/watch?v=0KHOVlEpMyY,movie,"Crime, Thriller, Drama",128,1,7.07,2016,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Documentary/Other, Thriller,128,39.78373,-100.44588
Bruised,718633,/axibOQF9QnThrr8M37ufAYurP4R.jpg,/iwyKRyOFlOZ1fBdONscHiDEcEgz.jpg,"Jackie Justice is a mixed martial arts fighter who leaves the sport in disgrace. Down on her luck and simmering with rage and regret years after the fight, she's coaxed into a brutal underground fight by her manager and boyfriend Desi and grabs the attention of a fight league promoter who promises Jackie a life back in the Octagon. But the road to redemption becomes unexpectedly personal when Manny - the son she gave up as an infant - shows up at her doorstep. A triumphant story of a fighter who reclaims her power, in and out of the ring, when everyone has counted her out",https://www.youtube.com/watch?v=EMu8K0l8ggA,movie,Drama,129,1,6.91,2020,Netflix,/pbpMk2JmcoNnQwx5JGpXngfoWtp.jpg,United States of America,Drama,N/A,129,39.78373,-100.44588
